Mesorhizobium loti
Myroides marinus
Enterococcus gallinarum
Helicobacter equorum
Brevibacillus sp.
Nonlabens ulvanivorans
Flavobacterium tegetincola
Marisediminitalea aggregata
Sphingomonas baiyangensis
Arachidicoccus ginsenosidivorans
Gemmobacter aestuarii
Mycobacterium ulcerans
Nosocomiicoccus massiliensis
Dickeya dadantii
[Ruminococcus] torques
Holdemanella biformis
Phocaeicola sartorii
Aquisphaera sp.
Herbaspirillum rubrisubalbicans
[Ruminococcus] gnavus
Micromonospora ureilytica
Bacteroides pyogenes
Gardnerella vaginalis
Vibrio navarrensis
Ligilactobacillus murinus
Kibdelosporangium sp.
Sphingobium sp.
Aeromonas enteropelogenes
Leptospira gomenensis
Corynebacterium renale
Flavobacterium hydrocarbonoxydans
Faecalicatena fissicatena
Leptospira borgpetersenii
Tetragenococcus halophilus
Thermobifida halotolerans
Tolypothrix bouteillei
Flavivirga sp.
Brevibacillus laterosporus
Xenorhabdus indica
Maribellus sediminis
Ornithinibacillus sp.
Shewanella yunxiaonensis
MAG: Campylobacter
Alicyclobacillus pomorum
Neisseria sp.
Staphylococcus edaphicus
Oceanobacillus sp.
Yersinia wautersii
Trichococcus shcherbakoviae
Aliterella atlantica
MAG: Brucella
Serratia fonticola
Aeromonas veronii
Metamycoplasma hominis
Candidatus Liberibacter
Paenochrobactrum gallinarii
MAG: Butyricimonas
Achromobacter xylosoxidans
Turicibacter bilis
Dietzia sp.
Streptococcus equinus
Agrobacterium fabacearum
Roseomonas acroporae
Pseudomonas proteolytica
Aurantimicrobium minutum
Brachybacterium kimchii
Pseudomonas luteola
Ornithinimicrobium cryptoxanthini
Burkholderia thailandensis
Vagococcus bubulae
Leuconostoc suionicum
Aurantiacibacter sp.
Coprobacter fastidiosus
Pseudomonas cannabina
Arthrospira platensis
Zhihengliuella halotolerans
Sphingobacterium multivorum
Vibrio harveyi
Sodalis ligni
Frigoribacterium sp.
MAG: Elizabethkingia
Achromobacter ruhlandii
Spirosoma luteum
Gluconobacter wancherniae
Desulfovibrio aminophilus
Serratia rubidaea
Mesobacillus foraminis
Actinobacillus pleuropneumoniae
Rathayibacter rathayi
Methylorubrum extorquens
Paenibacillus terrigena
Telmatocola sphagniphila
Ligilactobacillus aviarius
Psychrobacter cryohalolentis
Clostridium baratii
Goekera deserti
Serratia liquefaciens
Herbinix hemicellulosilytica
Saccharothrix tamanrassetensis
Paraburkholderia tropica
Pandoraea norimbergensis
[Clostridium] symbiosum
Yersinia proxima
Spiroplasma citri
Roseobacter sp.
Nitrosomonas sp.
Mycobacterium branderi
Pyruvatibacter mobilis
Veillonella atypica
Spirochaeta thermophila
Pseudarthrobacter sp.
Cutibacterium avidum
Erwinia aphidicola
Serratia ureilytica
Chryseobacterium manosquense
Corynebacterium silvaticum
Saccharopolyspora sp.
MAG: Galactobacillus
Acidithiobacillus ferrivorans
Megamonas funiformis
Anaerostipes hominis
Neorhizobium sp.
Acinetobacter pittii
Geobacillus stearothermophilus
Kosakonia sacchari
Mycoplasma sp.
Nitrosomonas nitrosa
Fructobacillus fructosus
